,feature_name,instance_level,global_attention
0,PM_US Post,0.2066202,0.12137963
1,DEWP,0.10757251,0.12651673
2,HUMI,0.109878585,0.12827173
3,PRES,0.11161566,0.107389554
4,TEMP,0.12329133,0.13387772
5,Iws,0.1142423,0.13183458
6,precipitation,0.11515959,0.1278008
7,Iprec,0.111619815,0.122929245
