,feature_name,instance_level,global_attention
0,PM_US Post,0.2048387,0.12207098
1,DEWP,0.107934505,0.12622818
2,HUMI,0.11006884,0.12807432
3,PRES,0.11172384,0.107462086
4,TEMP,0.12350868,0.13382125
5,Iws,0.11461753,0.13193235
6,precipitation,0.115485,0.1276992
7,Iprec,0.11182289,0.12271167
