,feature_name,instance_level,global_attention
0,PM_US Post,0.17342362,0.12836239
1,DEWP,0.11331538,0.1231197
2,HUMI,0.11499365,0.12526873
3,PRES,0.11499645,0.111424
4,TEMP,0.12761827,0.13022467
5,Iws,0.12017835,0.13159743
6,precipitation,0.119946666,0.12740228
7,Iprec,0.11552761,0.1226008
