,feature_name,instance_level,global_attention
0,PM_US Post,0.20004007,0.1234307
1,DEWP,0.10878312,0.12553944
2,HUMI,0.11059814,0.12763605
3,PRES,0.11218794,0.10784444
4,TEMP,0.12407184,0.13349697
5,Iws,0.11561647,0.13213974
6,precipitation,0.11625465,0.12744483
7,Iprec,0.11244775,0.12246784
