,feature_name,instance_level,global_attention
0,PM_US Post,0.21384576,0.118603945
1,DEWP,0.10619682,0.12816861
2,HUMI,0.10907248,0.12950471
3,PRES,0.11124334,0.10709109
4,TEMP,0.12249348,0.13400671
5,Iws,0.112714365,0.13126177
6,precipitation,0.11394416,0.12833562
7,Iprec,0.110489585,0.12302753
