,feature_name,instance_level,global_attention
0,PM_US Post,0.21234645,0.119191185
1,DEWP,0.106478125,0.12776521
2,HUMI,0.10926319,0.12923923
3,PRES,0.111328006,0.10715251
4,TEMP,0.12264975,0.13400811
5,Iws,0.11300891,0.13136268
6,precipitation,0.11420012,0.12825873
7,Iprec,0.11072543,0.12302233
