,feature_name,instance_level,global_attention
0,PM_US Post,0.13775353,0.1237679
1,DEWP,0.11752102,0.12629211
2,HUMI,0.1204129,0.1265434
3,PRES,0.119714126,0.12287441
4,TEMP,0.13205165,0.123460196
5,Iws,0.12436478,0.12495103
6,precipitation,0.12668818,0.12641408
7,Iprec,0.121493824,0.12569687
