,feature_name,instance_level,global_attention
0,PM_US Post,0.18056908,0.12738407
1,DEWP,0.112080835,0.12359522
2,HUMI,0.1136657,0.12598512
3,PRES,0.114214145,0.11023046
4,TEMP,0.12664212,0.13116206
5,Iws,0.11906126,0.13190812
6,precipitation,0.11901741,0.12729137
7,Iprec,0.11474943,0.12244357
