,feature_name,instance_level,global_attention
0,PM_US Post,0.19431561,0.12486248
1,DEWP,0.10975679,0.12487851
2,HUMI,0.111407615,0.12717697
3,PRES,0.11278548,0.10832941
4,TEMP,0.124770015,0.13287778
5,Iws,0.11666638,0.132109
6,precipitation,0.11715634,0.12745823
7,Iprec,0.11314175,0.12230763
