,feature_name,instance_level,global_attention
0,PM_US Post,0.21080309,0.119801864
1,DEWP,0.10677586,0.12738901
2,HUMI,0.10943721,0.1289679
3,PRES,0.11141778,0.107228875
4,TEMP,0.12283009,0.13401085
5,Iws,0.11331843,0.13146584
6,precipitation,0.11446457,0.12816378
7,Iprec,0.11095294,0.12297186
