,feature_name,instance_level,global_attention
0,PM_US Post,0.13612197,0.12404839
1,DEWP,0.11657905,0.12595324
2,HUMI,0.12116431,0.12594134
3,PRES,0.11947885,0.12404187
4,TEMP,0.13209353,0.124052465
5,Iws,0.12477688,0.12472233
6,precipitation,0.12749763,0.12585142
7,Iprec,0.12228778,0.12538895
